270.4,412.84,415.06,361.24
270.4,412.84,415.06,361.24
270.4,412.84,415.06,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
270.4,412.84,415.05,361.24
277.35,400.42,432.63,365.66
275.26,404.15,427.36,364.33
273.81,406.75,423.67,363.4
272.78,408.58,421.08,362.75
273.83,408.9,419.27,362.3
274.54,409.14,417.98,361.99
275.04,409.3,417.07,361.77
275.39,409.41,416.44,361.62
275.63,409.49,415.99,361.52
275.8,409.54,433.25,365.87
275.92,409.58,445.33,368.92
276.01,409.61,453.79,371.05
276.07,409.63,442.15,368.11
276.11,409.64,434,366.05
276.14,409.65,428.3,364.61
276.16,409.66,424.31,363.6
276.17,409.66,421.51,362.89
276.18,409.66,419.55,362.4
276.19,409.66,418.18,362.05
276.19,409.67,417.22,361.81
276.19,409.67,416.55,361.64
276.22,409.66,416.08,361.52
276.23,409.65,415.75,361.44
276.24,409.65,415.52,361.38
276.25,409.64,415.36,361.34
276.25,409.64,415.24,361.32
276.25,409.64,415.15,361.29
276.26,409.64,415.08,361.27
276.26,409.64,415.04,361.26
276.26,409.64,415.01,361.25
276.26,409.63,414.98,361.24
276.26,409.63,414.97,361.24
276.14,409.74,414.96,361.24
276.07,409.82,414.95,361.24
276.01,409.87,414.96,361.22
275.97,409.91,413.83,362
275.91,410,410.63,365.75
289.65,410.98,429.66,368.81
290.79,399.14,443,370.87
285,403.11,430.93,371.72
282.29,405.08,426.18,368.54
285.46,395.07,422.7,366.26
287.83,388.03,437.94,369.11
289.51,383.09,425.84,372.61
299.2,391.96,422.61,369.13
297.48,385.85,415.11,372.61
296.27,381.58,411.51,372.98
295.42,378.58,430.14,373.76
294.83,376.48,422.01,373.79
294.42,375.01,416.31,373.82
294.13,373.99,410.67,375.9
302.39,385.58,412.01,371.39
294.41,392.79,411.48,369.18
289.09,397.8,411.32,367.45
285.35,401.31,411.22,366.24
282.51,403.75,412.29,364.75
285.78,394.09,430.71,368.04
288.08,387.35,443.6,370.35
289.65,382.6,452.63,371.96
290.75,379.28,458.94,373.09
291.56,376.97,463.36,373.88
292.11,375.34,466.46,374.44
292.48,374.2,468.49,374.82
292.76,373.42,470.05,375.07
287.68,384.25,453.55,370.9
283.82,391.93,442,367.96
281.03,397.34,432.47,366.65
279.07,401.13,427.25,365.01
277.71,403.78,423.59,363.86
276.75,405.64,419.5,363.78
276.08,406.94,414.56,366.8
275.61,407.85,413.17,365.84
275.59,408.34,413.67,364.4
275.75,408.66,412.57,364.16
275.87,408.88,411.79,363.98
275.58,409.15,411.25,363.86
275.63,409.28,410.87,363.77
275.66,409.37,412.05,362.94
275.69,409.43,412.89,362.36
275.7,409.47,413.47,361.96
275.72,409.5,413.87,361.67
275.72,409.52,414.16,361.47
275.73,409.54,414.38,361.33
275.73,409.55,414.54,361.23
275.74,409.56,413.17,361.93
275.74,409.57,410.05,365.53
275.78,409.53,407.87,368.05
275.81,409.5,406.35,369.82
281.07,398.11,405.29,371.08
284.76,390.13,425.79,372.4
287.34,384.55,418.9,372.89
289.14,380.64,414.07,373.22
290.4,377.91,405.3,389.76
291.29,375.99,399.17,401.33
291.91,374.65,394.87,409.43
300.92,386.16,400.9,394.88
307.23,394.21,405.12,384.7
311.64,399.85,408.09,377.56
314.73,403.79,410.17,372.56
308.33,394.12,407.98,373.01
303.86,387.35,406.45,373.32
300.72,382.61,407.17,373.9
293.21,390.72,404.82,374.74
301.17,397.5,407.87,370.59
306.75,402.24,410.01,367.69
310.65,405.56,411.47,365.68
313.38,407.88,412.5,364.27
315.29,409.51,413.21,363.29
316.63,410.65,413.72,362.6
317.57,411.44,414.07,362.11
318.2,412.01,414.31,361.78
318.66,412.41,414.47,361.51
318.98,412.68,414.58,361.32
319.2,412.88,414.66,361.18
319.35,413.01,414.71,361.09
319.45,413.11,414.75,361.02
319.52,413.17,414.77,360.98
306.34,412.04,409.55,366.88
297.11,411.25,405.89,371.01
290.65,410.69,403.32,373.9
286.13,410.31,403.15,373.95
296.93,411.06,424.26,374.37
290.51,410.55,420.04,371.12
286.02,410.2,417.07,368.84
282.89,409.96,416.43,366.43
280.7,409.79,415.99,364.73
279.18,409.66,414.21,364.24
278.1,409.56,410.73,367.17
277.35,409.5,408.28,369.21
276.82,409.45,406.58,370.65
276.45,409.42,405.32,371.7
276.2,409.4,404.45,372.44
276.01,409.4,407.44,368.99
275.88,409.4,409.54,366.58
275.79,409.4,411.01,364.9
275.73,409.4,412.09,363.8
275.73,409.36,409.26,366.87
289.01,410.45,428.62,369.47
284.98,410.13,420.92,370.9
282.15,409.93,419.05,368
280.18,409.76,414.2,369.83
278.82,409.65,410.82,371.11
277.91,409.55,412.02,368.07
277.27,409.48,412.86,365.95
276.82,409.43,413.45,364.46
276.5,409.39,413.86,363.42
276.28,409.37,414.15,362.69
276.13,409.35,412.9,362.95
276.02,409.34,413.48,362.36
275.94,409.34,413.88,361.95
275.86,409.34,414.16,361.66
275.77,409.35,414.36,361.46
275.71,409.35,414.5,361.31
275.66,409.36,414.6,361.21
275.66,409.36,414.67,361.15
253.99,368.73,477.46,337.01
259.26,381.77,396.51,318.06
359.44,346.2,356.02,303.59
424.19,321.83,315.81,294.36
468.12,303.34,288.61,289.21
495.86,290.56,271.6,283.02
513.26,281.77,260.23,279.41
440.75,320.9,253.74,274.14
380.58,302.81,354.23,273.72
338.65,289.09,344.59,315.43
312.68,278.81,404.55,299.09
305.3,268.36,460.01,291.76
290.81,264.07,497.21,282.2
288.15,258.77,521.49,275.51
286.1,254.57,536.23,270.82
272.4,253.17,525.54,272.06
267.47,251.61,528.86,268.56
349.11,254.32,442.17,265.87
321.48,252.77,468.78,262.65
302.79,251.88,488.15,260.91
284.69,254.12,500.26,259.72
272.63,255.43,503.9,259.76
263.97,256.89,509.96,259.52
257.92,258.28,512.86,257.98
254.61,258.36,515.21,256.58
263.87,261.45,512.51,258.01
271.9,261.59,510.55,259.1
346.13,259.54,440.12,262.76
399.54,258.34,388.08,258.18
359.79,254.88,423.72,259.1
408.52,254.17,384.54,260.1
372.13,255.48,424.96,258.16
411.7,259.15,384.44,259.45
437.55,260.92,356.88,261.68
457.05,264.18,338.89,263.89
469.5,267.88,328.77,264.43
477.96,270.57,308.74,267.68
477.18,274.93,299.5,267.87
482.09,275.62,293.35,267.91
437.33,272.55,355.16,268.11
452.68,274.62,337.74,274.16
462.77,276.73,315.55,275.75
468.95,280,304.82,274.44
467.79,284.22,292.52,276.17
466.94,287.06,284.2,277.33
465.97,289.1,276.05,276.01
465.27,290.65,272.13,277.8
470.33,289.19,269.58,279.02
469.86,291.54,267.56,279.91
477.12,287,266.51,280.72
473.51,289.24,264.84,276.08
476.6,288.01,271.57,280.36
478.57,287.72,268.06,282.03
474.75,289.94,266.27,282.92
476.76,289.08,265.21,283.55
472.81,291.08,264.93,283.88
469.87,292.79,264.67,283.91
406.5,288.47,323.99,288.09
422.95,291.58,306.14,287.11
439.32,290.8,292.04,284.62
449.98,290.32,283.24,283.72
451.17,293.27,277,284.14
452.14,295.67,272.3,282.88
445.68,296.98,269.16,282.31
441.38,298.02,267.1,282.43
450.53,296.96,265.55,282.73
451.68,298.23,264.72,283.34
443.5,298.53,263.93,283.89
446.64,299.34,262.77,284.38
453.32,298.15,261.58,284.67
458.42,297.17,259.54,285.02
462.12,296.31,258.53,284.94
464.98,296.44,256.9,285.14
461.77,298.24,255.75,284.96
457.9,293.19,255.2,284.88
461.76,294.72,255.01,284.87
464.3,296.31,254.93,284.05
461.16,299.15,254.75,283.58
463.36,300.08,254.6,284.66
466.32,297.71,254.51,285.45
467.71,298.23,254.4,284.66
466.9,298.21,254.11,284.73
462.51,300.59,254.22,284.14
459.41,302,254.3,283.73
461.68,300.45,253.88,284.82
464.35,300.15,253.59,285.59
460.61,301.67,253.77,284.75
457.97,302.78,269.7,281.7
457.96,302.09,264.78,282.04
456.77,303.26,261.48,282.31
460.85,300.54,259.04,282.47
458,301.82,265.97,290.08
462.4,297.85,262.1,287.91
463.38,298.94,259.29,286.31
465.42,297.27,257.21,285.33
461.59,299.75,254.54,286.32
458.94,301.39,253.62,285.17
457.09,302.74,252.97,284.37
459.76,301.92,252.71,283.82
456.9,302.59,252.55,283.52
455.14,303.35,258.73,288.64
459.64,300.57,256.53,286.84
462.61,299.05,254.83,286.21
463.67,299.34,253.69,285.16
464.37,299.82,253.25,284.16
464.95,298.38,252.95,283.46
461.29,299.6,252.78,282.96
463.46,298.28,252.41,282.86
465.27,296.89,251.96,282.84
461.31,299.67,251.77,282.87
464.47,296.78,251.03,282.9
464.92,297.96,250.13,283.32
466.78,295.91,250.04,283.22
466.88,295.73,249.25,284.02
461.97,299.07,249.51,283.72
458.24,301.36,249.33,283.64
455.82,303,246.54,284.82
453.96,303.92,247.08,284.33
452.65,304.36,247.38,283.88
456.84,302.77,247.13,283.91
454.04,303.27,244.64,285.68
457.36,301.53,244.2,285.71
453.92,302.21,244.32,284.39
452.02,301.47,245.04,280.67
450.07,299.11,245.45,279.63
455.5,297.88,253.12,282.44
395.77,296.4,315.78,282.84
350.93,288.33,364.77,280.13
387.14,284.41,333.62,282.02
414.52,280.36,313.25,282.26
440.01,274.74,292.76,276.47
386.28,276.65,356.98,270.74
428.95,264.39,321.62,266.4
460.71,253.16,303.28,273.56
485.95,242.3,298.78,268.3
509.37,231.04,282.36,270.42
424.61,235.17,371.07,248.55
479.72,220.43,349.22,244.55
416.94,226.45,365.37,283.43
372.85,230.42,376.67,310.65
346.02,234.34,347.2,341.87
313.31,242.01,363.86,351.53
299.8,242.66,351.23,369.78
291.01,243.02,342.41,382.55
286.54,243.02,336.4,391.47
283.78,248.44,332.2,397.72
273.95,254.66,329.22,402.1
268.64,258.65,325.54,406.6
269.16,263.02,324.45,408.49
275.7,266.14,323.9,409.83
284.97,267.65,323.6,410.82
292.95,269.31,323.36,411.51
302.41,269.94,322.85,411.91
308.54,312.8,324.79,370.83
317.8,326.67,327.29,332.57
324.44,313.58,325.46,356.52
330.42,306.18,310.91,372.32
329.88,302.75,300.35,383.59
328.97,300.47,329.55,381.51
328.18,299.07,327.66,390.71
329.89,297.8,311.91,396.46
328.09,296.15,300.76,400.28
327.88,294.4,293.34,403.08
328.08,292.46,286.83,405.77
330.56,290.81,282.21,407.78
333.8,288.26,278.94,409.29
337.43,285.34,276.44,410.35
340.18,282.1,276.84,411.66
320.89,320.34,305.69,373.02
307.44,347.07,322.03,335.01
298.16,365.78,334.58,307.03
291.52,378.88,342.15,288.76
286.85,388.09,353.45,282.05
283.57,394.61,354.6,267.64
306.86,343.03,331.01,310.23
323.83,305.93,313.16,340.77
309.52,336.96,328.47,304.32
299.51,358.7,339.45,278.77
319.46,316.71,334.2,319.06
396.8,309.87,344.26,288.68
436.41,300.22,352.21,266.82
463.27,295.95,358.52,250.97
487.59,294.57,363.94,239.35
503.04,293.77,368.05,236.81
508.14,291.4,373.43,227.39
518.64,292.44,378.47,220.84
522.59,289.78,346.44,278.27
532.12,291.01,339.26,318.74
455.27,326.51,409.14,308.38
401.48,351.36,463.43,298.35
363.83,368.75,504.64,289.92
337.47,380.93,533.47,279.9
319.02,389.45,554.14,267.15
306.1,395.42,573.45,259.75
396.88,346.48,484.2,304.62
460.99,310.84,421.73,336.04
504.4,285.82,378,358.03
532.33,267.83,384.37,363.66
550.74,255.95,351.85,377.36
561.91,247.58,343.01,388.15
567.46,241.64,336.81,395.69
578.33,242.91,358.47,346.37
585.39,243.7,331.84,366.33
590.07,244.39,355.76,325.92
592.47,244.49,368.81,341.18
595.11,245.08,382.63,309.74
595.41,244.67,387.61,329.86
589.44,240.25,394.87,301.33
586.59,237.03,373.14,334.95
590.32,241.66,380.97,347.5
590.59,239.62,347.6,367.12
593.58,243.09,324.24,380.85
597.03,242.19,307.89,390.46
599.82,242.53,338.41,344.97
601.9,242.94,359.84,312.84
603.21,243.19,374.06,289.25
603.16,245.75,383.97,272.98
603.8,245.45,349.69,314.95
603.23,247.48,364.56,333.51
605.5,246.98,379.52,306.65
604.47,248.99,390.04,287.59
603.81,250.77,397.19,274.26
603.24,252.46,358.94,315.86
596.56,248.58,373.44,291.62
595.27,247.84,342.32,328
599.69,248.69,320.54,353.47
597.59,247.86,305.3,371.3
595.68,246.99,294.63,383.78
594.3,246.22,330.05,341.69
593.47,245.05,311.95,363.05
595.47,246.16,315.09,378.16
596.83,246.35,317.29,388.73
597.75,246.01,346.81,345.97
591.54,239.75,339.5,366.2
592.68,241.33,334.38,380.36
497.67,291.73,358.86,340.34
431.17,327.01,375.15,311.73
384.61,351.71,387.28,292.28
352.02,369,449.47,277.78
329.21,381.1,492.08,268.75
313.24,389.57,469.27,262
302.06,395.5,452.54,256.82
294.23,399.65,441.01,253.18
288.76,402.56,433.12,285.56
284.92,404.59,427.88,273.34
296.18,407.24,424.27,265.01
304.06,409.1,422.12,259.31
309.57,410.4,419.75,254.35
299.49,410.08,419.25,252.11
292.43,409.86,419.08,250.75
375.68,353.57,380.94,285.43
359.68,371.5,430.63,263.13
334.57,382.85,427,258.51
406.61,334.58,386.49,290.87
459.31,302.57,358.13,313.52
497.36,280.79,338.28,329.37
430.95,319.35,413.73,300.16
479.08,292.4,386.31,334.11
432.06,328.68,392.84,313.83
479.82,299,371.69,343.68
418.67,332.1,436.67,309.25
389.77,356.47,481.66,285.19
369.54,373.53,511.85,268.3
430.28,327.51,439.21,311.69
475.12,299.49,404.18,342.22
502.26,275.57,363.84,363.43
434.37,315.7,380.16,329.18
386.85,343.79,391.55,305.35
353.59,363.46,399.46,288.61
330.3,377.22,405.02,276.92
318.8,373.97,408.89,268.71
310.75,371.7,411.67,263.04
305.12,370.11,413.61,259.08
296.38,381.87,414.77,256.35
290.26,390.11,415.65,254.51
290.77,383,416.27,253.21
291.13,378.01,416.7,252.31
291.38,374.52,417.01,251.67
291.55,372.08,417.22,251.29
286.88,383.26,417.4,251.01
283.61,391.08,417.49,250.75
286.12,383.67,416.39,249.43
287.87,378.49,415.79,248.39
289.1,374.86,415.59,247.49
285.16,385.2,461.9,243.81
296.35,393.67,495.78,243.07
290.24,398.38,471.37,244.02
328.94,354.32,410.87,294.67
311.39,371.86,414.23,282.23
314.67,384.3,415.58,273.14
346.13,344.85,387.6,315.2
325.25,364.21,397.28,296.36
310.4,377.8,422.64,280.89
361.82,338.05,378.58,319.47
397.97,310.3,366.62,331.3
361.28,340.09,401.18,305.58
335.6,360.95,425.38,287.59
379.47,326.34,399.38,308.98
362.16,352.31,443.32,282.78
336.01,369.62,436.52,273.62
408.29,331.45,402.1,315.41
368.31,355.02,408.91,297.4
434.9,327.57,382.78,332.05
386.93,352.3,394.84,307.88
353.35,369.61,403.53,290.99
343.88,382.6,410.94,280.21
419.29,346.56,416.23,271.99
375.78,365.61,419.06,264.52
359.59,379.8,420.89,260.1
348.21,388.42,426.46,265.62
340.29,395.76,486.14,267.97
334.7,399.59,466.26,266.79
330.83,403.59,456.17,259.98
328.19,405.05,450.16,263.27
312.41,406.37,441.28,260.61
301.36,407.29,434.75,258.49
307.82,409,433.07,250.89
312.05,408.87,429.47,242.91
301.2,409.02,428.91,238.62
307.41,408.91,427.51,233.78
297.95,409.05,426.22,229.94
305.13,408.91,424.74,226.67
310.16,408.81,422.7,223.25
313.65,408.76,422.97,221.83
316.18,410.01,423.53,221.19
304.12,409.78,425.13,221.64
295.68,409.62,425.81,221.37
303.04,410.68,426.78,221.93
294.9,410.41,425.86,222.17
303.08,411.25,480.15,220.09
295.1,410.8,518.28,218.61
289.23,410.48,545.18,217.56
285.24,410.26,510.39,217.56
282.4,410.12,478.22,264.48
280.35,410.03,518.38,250.28
278.91,409.96,487.13,283.49
278.02,409.89,472.42,262.68
282.26,396.84,472.81,296.43
280.27,400.69,463.27,271.4
292.7,403.07,456.39,252.69
301.41,404.73,508.21,240.83
293.88,406.23,478.74,279.09
293.86,395.83,477.24,307.92
293.85,388.55,476.19,328.09
288.59,394.9,456.33,340.18
284.84,399.37,442.42,348.61
282.02,402.54,443.52,307.66
285.54,393.25,444.4,278.92
282.51,398.26,445.04,258.99
280.39,401.76,444.93,244.11
278.9,404.22,445.74,235.18
277.86,405.93,444.09,227.87
277.13,407.14,445.54,224.35
276.65,407.98,454.01,269.6
276.29,408.57,452.9,254.06
276.04,408.99,452.27,243.42
275.86,409.29,458.72,282.95
275.74,409.49,463.24,310.62
275.66,409.63,466.4,329.98
275.6,409.73,462.31,297.4
275.55,409.8,459.77,274.99
275.5,409.86,458.27,259.58
275.58,409.88,462.92,294.26
275.64,409.89,461.11,273.12
275.68,409.9,464.91,303.74
275.71,409.91,449.85,320.93
275.73,409.91,439.3,332.97
275.74,409.92,431.92,341.4
289.58,409.53,444.48,351.53
285.44,409.65,435.55,354.39
296.36,409.34,447.02,360.62
290.19,409.52,495.65,320.11
285.86,409.64,529.57,291.81
282.84,409.72,495.11,312.58
294.54,409.4,529.57,286.59
288.91,409.56,493.72,309.75
298.79,409.28,499.21,289.49
291.84,409.47,473.85,310.95
300.84,409.22,514.6,285.71
293.32,409.43,483.24,309.13
301.88,409.19,521.1,284.47
307.87,409.03,547.72,267.43
303.64,397.79,525.52,299.75
295.24,401.43,550.71,278.69
289.35,403.97,509.9,303.39
299.1,405.37,539.62,281.55
305.92,406.35,560.58,266.3
296.88,407.42,575.43,255.81
290.55,408.17,586.62,248.73
286.12,408.7,535.04,282.43
296.83,408.68,559.77,267.47
304.33,408.67,577.37,256.98
309.59,408.66,546.3,292.44
299.45,409.04,506.82,313.03
306.17,408.92,496.91,331.67
297.01,409.22,472.24,340.48
290.59,409.43,454.97,346.64
286.1,409.57,442.89,350.96
282.96,409.67,434.42,353.98
280.76,409.75,428.5,356.1
279.22,409.8,424.36,357.58
278.14,409.83,421.45,358.61
277.39,409.86,419.42,359.34
276.86,409.87,418,359.85
276.49,409.89,417,360.2
281.67,398.39,434.03,364.69
279.86,401.85,428.22,363.59
278.59,404.27,424.16,362.83
277.7,405.96,421.32,362.29
277.08,407.15,419.33,361.91
276.64,407.98,417.93,361.65
276.34,408.56,416.96,361.46
276.13,408.96,416.28,361.33
